Id,Cone Latitude,Cone Longitude,Distance
95cd58c2-dd6e-4466-973d-12c60154f114.png,30.620997679999900000,-96.338668380000000000,0.002719457057970000
b30d1ad1-f598-4de0-a7b8-221b007d59e8.png,30.621032629999900000,-96.338730170000000000,0.010896266190200000
66c69985-5c9c-4ee8-881d-20002b34227a.png,30.620903729999900000,-96.338633229999900000,0.000238392887347000
406d5b4d-286f-4575-b27b-f3505e0c5850.png,30.620646199999900000,-96.339160750000000000,0.000040840665339700
36e4be82-6eb8-4974-8806-7279be85c81d.png,30.620893999999900000,-96.338534729999900000,0.000665958984894000
5b6358d1-bc0e-4d28-a470-e8b44a3379b5.png,30.620538969999900000,-96.339195169999900000,0.008125334475370000
311a5bf2-370f-4685-b8ea-dd85bd3fea37.png,30.621032629999900000,-96.338730170000000000,0.006097225593360000
8e6b871a-40ac-48bb-87be-ae8a997dabe8.png,30.620538969999900000,-96.339195169999900000,0.037769086967099900
f2f57a02-7cb6-40f4-a0aa-1cb26c3afa05.png,30.620744680000000000,-96.339386370000000000,0.044202189017699900
4cc5e5b5-a100-4feb-ab54-af92ccd5ffa5.png,30.620303379999900000,-96.339479879999900000,0.051966030785599900
e9b579b7-2e4c-424a-bb6c-47eb17a29c97.png,30.620646199999900000,-96.339160750000000000,0.035232284855199900
f31d816c-ab62-4961-a7df-c330e28f9981.png,30.621032629999900000,-96.338730170000000000,0.002746873586430000
89e75b21-6eab-4980-a7f5-64f9b1b384bf.png,30.620459799999900000,-96.340220480000000000,0.020546026930900000
10f46dc5-baff-41d1-a9ba-ec66dbbf1dc0.png,30.620538969999900000,-96.339195169999900000,0.004168466358910000
81151315-c6a6-44a4-8295-e558d0d56491.png,30.620997679999900000,-96.338668380000000000,0.025091658780300000
745eb815-dfee-4293-a6ea-d336ba343c93.png,30.620538969999900000,-96.339195169999900000,0.002236657155520000
0bd7f914-3dc6-41d0-b682-28c7da8aca15.png,30.620997679999900000,-96.338668380000000000,0.003516373589010000
464ee0bc-52ca-484c-8192-831d4d04b7ad.png,30.620744680000000000,-96.339386370000000000,0.049488918153000000
f4fd66a7-2de6-4f07-aa22-b6937f14e14b.png,30.621032629999900000,-96.338730170000000000,0.006574205281400000
ad12a3e8-4ca3-4206-92e4-ebc0d6ffbdb9.png,30.621032629999900000,-96.338730170000000000,0.002753322759040000
